iter	Logloss
629	0.5146913001
630	0.5146870287
631	0.5146569683
632	0.5146538762
633	0.5145970202
634	0.5145661311
635	0.5145489965
636	0.5145348117
637	0.5145306603
638	0.5144947992
639	0.5144859461
640	0.514418405
641	0.5144063389
642	0.5143751323
643	0.5143521354
644	0.5143231628
645	0.5143221991
646	0.5142395313
647	0.5141896264
648	0.5141782194
649	0.5141591144
650	0.5141464229
651	0.5141371262
652	0.5141315118
653	0.5140512961
654	0.5140392098
655	0.5139797986
656	0.513906269
657	0.513902033
658	0.5138811502
659	0.5137968814
660	0.5137833113
661	0.5137425848
662	0.5137198883
663	0.5136603243
664	0.5136566523
665	0.5136504811
666	0.5136473141
667	0.513538065
668	0.5134910134
669	0.5134066236
670	0.5133436605
671	0.5132754785
672	0.5132645821
673	0.5132552231
674	0.5131966456
675	0.513165505
676	0.513147186
677	0.513080678
678	0.5130643988
679	0.5129226742
680	0.5128607699
681	0.512848009
682	0.512818195
683	0.5128152453
684	0.512773628
685	0.5127336307
686	0.5127159361
687	0.5126801423
688	0.5126752653
689	0.5126716744
690	0.512618048
691	0.512585453
692	0.5125191957
693	0.5124953263
694	0.5124568736
695	0.5124556084
696	0.5124547397
697	0.5124440117
698	0.5123920818
699	0.5123906367
700	0.5123880159
701	0.5123867163
702	0.5123365214
703	0.512333568
704	0.5123172089
705	0.512253397
706	0.5121888747
707	0.5120824088
708	0.5120101609
709	0.5119432508
710	0.511940516
711	0.5118879657
712	0.5118768986
713	0.5118753971
714	0.5118342726
715	0.5117522079
716	0.5117509079
717	0.5117490769
718	0.511730244
719	0.5117045006
720	0.5116797218
721	0.5116533247
722	0.5115699725
723	0.5115552533
724	0.5115052266
725	0.5114418374
726	0.5113614857
727	0.5113105012
728	0.511203906
729	0.5112002283
730	0.511165126
731	0.5111495356
732	0.5111470868
733	0.5111213519
734	0.5111195632
735	0.5111093805
736	0.5110814104
737	0.5110412955
738	0.5110022777
739	0.5109981379
740	0.5109703384
741	0.5109363529
742	0.5109359932
743	0.5109317943
744	0.5109300057
745	0.5109288108
746	0.5108650889
747	0.5106871265
748	0.5106739151
749	0.5106730507
750	0.5106691861
751	0.5106644117
752	0.5106173138
753	0.5105869275
754	0.5105353815
755	0.5105322873
756	0.5105304199
757	0.5104426584
758	0.510435518
759	0.5103857245
760	0.5103109736
761	0.5102776086
762	0.5102759382
763	0.5102120578
764	0.5101902329
765	0.5101408616
766	0.5101055878
767	0.510090151
768	0.5100530069
769	0.5100507496
770	0.5099775414
771	0.5099676427
772	0.5099500055
773	0.5099121515
774	0.5098818578
775	0.509876791
776	0.5098539255
777	0.5098246869
778	0.5097109412
779	0.5097046334
780	0.5096617473
781	0.5096512122
782	0.5096464031
783	0.5096432438
784	0.5096408097
785	0.5095296222
786	0.5095273797
787	0.5095257289
788	0.5094906503
789	0.5094665633
790	0.5094308649
791	0.5094282134
792	0.5093643527
793	0.5093631693
794	0.5093173283
795	0.5092127571
796	0.5092114327
797	0.5091075711
798	0.5091065881
799	0.5091003605
800	0.5090935862
801	0.5090926199
802	0.5090862968
803	0.5090546997
804	0.50905429
805	0.5090501121
806	0.5090139806
807	0.509007988
808	0.5089970348
809	0.5089885985
810	0.5089402357
811	0.5089396016
812	0.5089180181
813	0.5089050091
814	0.5088821473
815	0.508851138
816	0.5088492848
817	0.5088029585
818	0.5088001829
819	0.5087868742
820	0.5087687981
821	0.508756463
822	0.5087303957
823	0.5087224681
824	0.5087206808
825	0.5087069105
826	0.5086946095
827	0.5085866343
828	0.5085630067
829	0.5085473167
830	0.508529223
831	0.5084781976
832	0.5083936031
833	0.5083756426
834	0.5083696335
835	0.5083681288
836	0.5083555688
837	0.5083496391
838	0.5083489507
839	0.5083372405
840	0.5083160664
841	0.5082810178
842	0.5082009132
843	0.5081880573
844	0.5081760368
845	0.5081086134
846	0.5080852144
847	0.5080839396
848	0.5080556895
849	0.5080427707
850	0.5080054264
851	0.5080017921
852	0.5079990735
853	0.5079970655
854	0.5079949421
855	0.5079781973
856	0.5079681706
857	0.507966953
858	0.5079635251
859	0.5078977126
860	0.5078233029
861	0.5077968734
862	0.5077901675
863	0.5077688356
864	0.5077152599
865	0.5077104638
866	0.5076504889
867	0.507602894
868	0.5075569118
869	0.5075551996
870	0.5075547783
871	0.5075455996
872	0.5075398724
873	0.5075368297
874	0.5075356221
875	0.5075283213
876	0.5074896307
877	0.5074247796
878	0.5074161598
879	0.5074117929
880	0.5073944346
881	0.5073748583
882	0.5073419793
883	0.5073412771
884	0.5073222626
885	0.5072606479
886	0.5072419396
887	0.5072411034
888	0.5072311474
889	0.5072102078
890	0.5072085409
891	0.5071861387
892	0.5071829176
893	0.5071373573
894	0.5071329112
895	0.5071054403
896	0.5070835988
897	0.5070830462
898	0.5070384038
899	0.5070156441
900	0.5069788711
901	0.5069725595
902	0.5069710033
903	0.5069704162
904	0.5068616441
905	0.5067675584
906	0.506607604
907	0.5065306387
908	0.5065117484
909	0.5064659112
910	0.506441801
911	0.5063568406
912	0.5063393295
913	0.5062670434
914	0.5062662762
915	0.5062245403
916	0.5062242967
917	0.5062191544
918	0.5061586923
919	0.506146292
920	0.5060830364
921	0.5060803965
922	0.5060704731
923	0.5059429555
924	0.5059410215
925	0.5059396817
926	0.5059282422
927	0.5059022731
928	0.5058652533
929	0.5058539948
930	0.5058320716
931	0.5058085343
932	0.5057817716
933	0.5057647972
934	0.5057438747
935	0.5057227127
936	0.5056803677
937	0.5056763743
938	0.5056744266
939	0.5056672138
940	0.5056659746
941	0.5056624785
942	0.5056607138
943	0.505616544
944	0.5056121624
945	0.5056068962
946	0.5055798237
947	0.5055796448
948	0.50557046
949	0.5055335159
950	0.5055187201
951	0.5054928202
952	0.5054738495
953	0.505420354
954	0.5053923083
955	0.5053811079
956	0.5053807067
957	0.5053159533
958	0.5052804732
959	0.5052612611
960	0.5052030494
961	0.5051924541
962	0.5051861342
963	0.5050811857
964	0.505021836
965	0.5050203738
966	0.5050022725
967	0.5050018817
968	0.5049927351
969	0.5049802929
970	0.5049795419
971	0.5049530052
972	0.5049524437
973	0.5049518652
974	0.504946343
975	0.5049004029
976	0.504888347
977	0.5048520965
978	0.5048458774
979	0.5047896338
980	0.5047759868
981	0.5047106298
982	0.5046848675
983	0.5046306566
984	0.5045261767
985	0.5045238782
986	0.5045050035
987	0.5045044788
988	0.5044431007
989	0.5044405173
990	0.5044268496
991	0.5044196827
992	0.5043987292
993	0.5043970643
994	0.5043881571
995	0.5043412448
996	0.5043409446
997	0.5042971788
998	0.5042963019
999	0.5042895696
